budget,id,original_title,revenue,release_date,month,year,popularity,runtime,status,title,vote_average,vote_count
35000000,9702,Bound by Honor,0,2/5/1993,5,1993,9.122828,180,Released,Bound by Honor,7.7,115
63000000,329,Jurassic Park,920100000,6/11/1993,11,1993,40.413191,127,Released,Jurassic Park,7.6,4856
26000000,9800,Philadelphia,206678440,12/22/1993,22,1993,44.301745,125,Released,Philadelphia,7.6,988
11000000,1587,What's Eating Gilbert Grape,30000000,12/17/1993,17,1993,33.282794,118,Released,What's Eating Gilbert Grape,7.5,919
11500000,1245,The Remains of the Day,23237911,11/5/1993,5,1993,15.355589,134,Released,The Remains of the Day,7.5,202
12500000,319,True Romance,12281551,9/9/1993,9,1993,35.268557,120,Released,True Romance,7.5,749
0,13889,まあだだよ,0,4/17/1993,17,1993,2.930853,134,Released,Madadayo,7.5,20
14600000,137,Groundhog Day,70906973,2/11/1993,11,1993,52.744331,101,Released,Groundhog Day,7.4,2301
25000000,11969,Tombstone,56505065,12/25/1993,25,1993,30.537845,130,Released,Tombstone,7.4,626
6900000,9571,Dazed and Confused,7993039,9/24/1993,24,1993,26.181753,102,Released,Dazed and Confused,7.4,583
44000000,5503,The Fugitive,368875760,8/6/1993,6,1993,54.884297,130,Released,The Fugitive,7.2,1220
3500000,9516,Menace II Society,27900000,5/26/1993,26,1993,3.418871,97,Released,Menace II Society,7.2,173
8000000,11971,Much Ado About Nothing,0,5/7/1993,7,1993,10.19377,111,Released,Much Ado About Nothing,7.2,189
7000000,713,The Piano,116700000,5/19/1993,19,1993,17.681707,121,Released,The Piano,7.1,281
0,11687,Les visiteurs,0,1/27/1993,27,1993,8.893676,107,Released,The Visitors,7.1,420
25000000,788,Mrs. Doubtfire,441286195,11/24/1993,24,1993,30.884535,125,Released,Mrs. Doubtfire,7,1591
34000000,10436,The Age of Innocence,32255440,9/17/1993,17,1993,9.133747,139,Released,The Age of Innocence,7,169
14000000,8291,Poetic Justice,27515786,7/23/1993,23,1993,3.650857,109,Released,Poetic Justice,6.9,47
6000000,15797,Only the Strong,3283371,8/27/1993,27,1993,5.411243,99,Released,Only the Strong,6.9,29
0,15765,What's Love Got to Do with It,0,6/9/1993,9,1993,7.921311,118,Released,What's Love Got to Do with It,6.9,72
14000000,864,Cool Runnings,154864401,9/30/1993,30,1993,22.409117,98,Released,Cool Runnings,6.8,491
28000000,26672,The Thief and the Cobbler,669276,9/23/1993,23,1993,2.439184,72,Released,The Thief and the Cobbler,6.8,26
22000000,10445,Shadowlands,0,12/25/1993,25,1993,5.609755,131,Released,Shadowlands,6.8,61
32000000,7305,Alive,36733909,1/15/1993,15,1993,14.48851,120,Released,Alive,6.7,374
42000000,37233,The Firm,270248367,6/30/1993,30,1993,23.736535,154,Released,The Firm,6.6,501
0,10655,Gettysburg,25000000,10/8/1993,8,1993,5.529035,254,Released,Gettysburg,6.6,90
28000000,10439,Hocus Pocus,39514713,7/16/1993,16,1993,18.650748,96,Released,Hocus Pocus,6.4,471
45000000,9944,The Pelican Brief,195268056,12/16/1993,16,1993,17.923254,141,Released,The Pelican Brief,6.3,371
6500000,34723,The Adventures of Huck Finn,0,4/2/1993,2,1993,2.163683,108,Released,The Adventures of Huck Finn,6.2,42
70000000,9350,Cliffhanger,255000211,5/28/1993,28,1993,26.19909,112,Released,Cliffhanger,6.1,588
85000000,9593,Last Action Hero,137298489,6/18/1993,18,1993,32.044191,130,Released,Last Action Hero,6.1,712
2600000,13064,Airborne,2850263,9/17/1993,17,1993,8.001156,91,Released,Airborne,6.1,20
1500000,507,Killing Zoe,418961,10/1/1993,1,1993,5.817519,96,Released,Killing Zoe,6.1,111
2000000,28260,Return of the Living Dead 3,54207,10/1/1993,1,1993,7.502934,97,Released,Return of the Living Dead 3,5.9,88
11500000,2088,Romeo Is Bleeding,3275585,9/13/1993,13,1993,4.850402,100,Released,Romeo Is Bleeding,5.7,36
0,9644,National Lampoon's Loaded Weapon 1,0,2/4/1993,4,1993,12.963328,84,Released,National Lampoon's Loaded Weapon 1,5.7,157
19000000,73191,The Nutcracker,2119994,11/24/1993,24,1993,0.068228,93,Released,The Nutcracker,5.6,5
800000,47889,Ruby in Paradise,1001437,10/8/1993,8,1993,0.59424,114,Released,Ruby in Paradise,5.6,10
0,10413,Nowhere to Run,0,1/15/1993,15,1993,11.689337,94,Released,Nowhere to Run,5.5,119
0,44562,Ed and His Dead Mother,0,6/4/1993,4,1993,0.023436,93,Released,Ed and His Dead Mother,5.5,12
0,24126,Warlock: The Armageddon,0,5/1/1993,1,1993,3.107149,98,Released,Warlock: The Armageddon,5.2,38
21000000,1499,Teenage Mutant Ninja Turtles III,42000000,3/17/1993,17,1993,10.207065,96,Released,Teenage Mutant Ninja Turtles III,5.1,184
3000000,24227,Excessive Force,1200000,5/14/1993,14,1993,1.279106,87,Released,Excessive Force,4.5,10
3000000,10285,Jason Goes to Hell: The Final Friday,15938065,8/13/1993,13,1993,10.341982,87,Released,Jason Goes to Hell: The Final Friday,4.2,193
22000000,5550,RoboCop 3,10696210,4/17/1993,17,1993,14.725467,104,Released,RoboCop 3,4.2,305
48000000,9607,Super Mario Bros.,20915465,5/28/1993,28,1993,14.587367,104,Released,Super Mario Bros.,4,232
25000000,278,The Shawshank Redemption,28341469,9/23/1994,23,1994,136.747729,142,Released,The Shawshank Redemption,8.5,8205
10500000,88641,There Goes My Baby,123509,9/2/1994,2,1994,0.037073,99,Released,There Goes My Baby,8.5,2
8000000,680,Pulp Fiction,213928762,10/8/1994,8,1994,121.463076,154,Released,Pulp Fiction,8.3,8428
55000000,13,Forrest Gump,677945399,7/6/1994,6,1994,138.133331,142,Released,Forrest Gump,8.2,7927
45000000,8587,The Lion King,788241776,6/23/1994,23,1994,90.457886,89,Released,The Lion King,8,5376
700000,14275,Hoop Dreams,7830611,9/12/1994,12,1994,9.188431,171,Released,Hoop Dreams,7.7,87
27000,2292,Clerks,3151130,9/13/1994,13,1994,19.748658,92,Released,Clerks,7.4,755
15000000,9495,The Crow,94000000,5/11/1994,11,1994,44.690107,102,Released,The Crow,7.3,953
18000000,522,Ed Wood,5887457,9/27/1994,27,1994,24.548633,127,Released,Ed Wood,7.3,630
60000000,628,Interview with the Vampire,223664608,11/11/1994,11,1994,50.163785,123,Released,Interview with the Vampire,7.2,1516
30000000,4476,Legends of the Fall,160638883,12/16/1994,16,1994,26.952727,133,Released,Legends of the Fall,7.2,619
0,12207,醉拳二,0,2/3/1994,3,1994,15.046612,102,Released,The Legend of Drunken Master,7.2,242
30000000,11934,The Hudsucker Proxy,0,3/11/1994,11,1994,14.188982,111,Released,The Hudsucker Proxy,7.1,275
5000000,1024,Heavenly Creatures,3049135,9/2/1994,2,1994,8.753409,99,Released,Heavenly Creatures,7,294
18000000,9587,Little Women,0,12/21/1994,21,1994,16.418639,115,Released,Little Women,7,215
0,11382,Bullets Over Broadway,0,10/14/1994,14,1994,7.829295,98,Released,Bullets Over Broadway,7,130
115000000,36955,True Lies,378882411,7/14/1994,14,1994,38.729418,141,Released,True Lies,6.8,1116
30000000,1637,Speed,350448145,6/9/1994,9,1994,49.526736,116,Released,Speed,6.8,1783
0,34152,Crooklyn,0,5/13/1994,13,1994,1.89218,115,Released,Crooklyn,6.7,31
23000000,854,The Mask,351583407,7/29/1994,29,1994,85.30318,101,Released,The Mask,6.6,2472
6000000,712,Four Weddings and a Funeral,254700832,3/9/1994,9,1994,29.834065,117,Released,Four Weddings and a Funeral,6.6,632
16000000,8467,Dumb and Dumber,247275374,12/16/1994,16,1994,35.777067,107,Released,Dumb and Dumber,6.5,1859
63000000,12160,Wyatt Earp,25052000,6/24/1994,24,1994,13.859307,191,Released,Wyatt Earp,6.5,202
0,20156,Exotica,0,9/24/1994,24,1994,5.446832,103,Released,Exotica,6.5,64
62000000,9331,Clear and Present Danger,215887717,8/3/1994,3,1994,18.832471,141,Released,Clear and Present Danger,6.4,386
38000000,193,Star Trek: Generations,120000000,11/17/1994,17,1994,14.779041,118,Released,Star Trek: Generations,6.4,452
45000000,10731,The Client,117615211,7/20/1994,20,1994,17.746719,119,Released,The Client,6.4,278
15000000,3049,Ace Ventura: Pet Detective,107217396,2/4/1994,4,1994,41.249004,86,Released,Ace Ventura: Pet Detective,6.4,1648
14000000,11596,New Nightmare,18090181,10/13/1994,13,1994,14.730796,112,Released,New Nightmare,6.4,291
13000000,11592,Serial Mom,7820688,4/13/1994,13,1994,6.170139,95,Released,Serial Mom,6.4,135
22000000,11395,The Santa Clause,189833357,11/10/1994,10,1994,16.234053,97,Released,The Santa Clause,6.3,489
30000000,36593,The Naked Gun 33⅓: The Final Insult,51132598,3/18/1994,18,1994,28.624038,83,Released,The Naked Gun 33⅓: The Final Insult,6.3,521
25000000,1909,Don Juan DeMarco,22200000,10/1/1994,1,1994,8.870614,97,Released,Don Juan DeMarco,6.2,183
20000000,10448,Rapa Nui,305070,9/9/1994,9,1994,3.581906,107,Released,Rapa Nui,6.2,33
45000000,8987,The River Wild,0,9/30/1994,30,1994,12.362876,111,Released,The River Wild,6.1,210
10000000,26352,A Low Down Dirty Shame,29392418,11/23/1994,23,1994,3.290639,100,Released,A Low Down Dirty Shame,6,31
9000000,14425,PCU,4350774,4/29/1994,29,1994,8.738737,79,Released,PCU,6,41
0,10395,Wolf,0,6/17/1994,17,1994,13.758526,125,Released,Wolf,6,216
55000000,8984,Disclosure,214015089,12/9/1994,9,1994,15.064058,123,Released,Disclosure,5.9,210
40000000,11858,Renaissance Man,24332324,6/3/1994,3,1994,4.516953,128,Released,Renaissance Man,5.9,81
50000000,11212,Baby's Day Out,16671505,7/1/1994,1,1994,21.312186,99,Released,Baby's Day Out,5.8,274
45000000,2636,The Specialist,170362582,10/7/1994,7,1994,16.582709,110,Released,The Specialist,5.5,313
50000000,306,Beverly Hills Cop III,119208989,5/24/1994,24,1994,20.333953,104,Released,Beverly Hills Cop III,5.5,434
27000000,8831,Timecop,101646581,9/15/1994,15,1994,13.308127,99,Released,Timecop,5.5,282
25000000,8850,The Shadow,48063435,7/1/1994,1,1994,8.178203,108,Released,The Shadow,5.4,138
0,38940,Men of War,0,9/4/1994,4,1994,1.734764,103,Released,Men of War,5.4,29
40000000,11011,Ri¢hie Ri¢h,0,12/19/1994,19,1994,14.398356,95,Released,Ri¢hie Ri¢h,5.4,415
0,39349,Sugar Hill,0,2/25/1994,25,1994,2.580808,123,Released,Sugar Hill,5.2,13
46000000,888,The Flintstones,341631208,5/26/1994,26,1994,28.964162,91,Released,The Flintstones,5,543
50000000,9624,On Deadly Ground,49000000,2/18/1994,18,1994,9.114168,102,Released,On Deadly Ground,4.5,104
26000000,8011,Highlander III: The Sorcerer,36800000,11/29/1994,29,1994,7.964451,99,Released,Highlander: The Final Dimension,4.5,110
0,18885,3 Ninjas Kick Back,0,5/6/1994,6,1994,2.645722,93,Released,3 Ninjas Kick Back,4.5,48
35000000,11667,Street Fighter,99423521,12/22/1994,22,1994,19.286099,102,Released,Street Fighter,4.1,325
0,11546,Police Academy: Mission to Moscow,126247,6/9/1994,9,1994,11.946898,83,Released,Police Academy: Mission to Moscow,4.1,178
0,59930,The Inkwell,8880705,4/22/1994,22,1994,0.269661,110,Released,The Inkwell,3.9,5
33000000,807,Se7en,327311859,9/22/1995,22,1995,79.579532,127,Released,Se7en,8.1,5765
6000000,629,The Usual Suspects,23341568,7/19/1995,19,1995,64.025031,106,Released,The Usual Suspects,8.1,3254
52000000,524,Casino,116112375,11/22/1995,22,1995,40.06688,178,Released,Casino,7.8,1307
30000000,862,Toy Story,373554033,10/30/1995,30,1995,73.640445,81,Released,Toy Story,7.7,5269
72000000,197,Braveheart,210000000,5/24/1995,24,1995,60.722162,177,Released,Braveheart,7.7,3336
2500000,76,Before Sunrise,5535405,1/27/1995,27,1995,23.672571,105,Released,Before Sunrise,7.7,959
52000000,568,Apollo 13,355237933,6/30/1995,30,1995,68.140214,140,Released,Apollo 13,7.3,1599
24000000,688,The Bridges of Madison County,182016617,5/28/1995,28,1995,17.606087,135,Released,The Bridges of Madison County,7.3,385
11000000,687,Dead Man Walking,39363635,12/29/1995,29,1995,15.864928,122,Released,Dead Man Walking,7.3,337
16500000,4584,Sense and Sensibility,135000000,12/13/1995,13,1995,20.898711,136,Released,Sense and Sensibility,7.2,352
3600000,451,Leaving Las Vegas,49800000,10/27/1995,27,1995,22.030517,112,Released,Leaving Las Vegas,7.1,360
44000000,10858,Nixon,13681765,12/22/1995,22,1995,3.770161,192,Released,Nixon,7.1,71
53000000,8963,Crimson Tide,157387195,5/12/1995,12,1995,20.334629,116,Released,Crimson Tide,7,498
3500000,10634,Friday,28215918,4/26/1995,26,1995,25.5748,91,Released,Friday,7,503
90000000,1572,Die Hard: With a Vengeance,366101666,5/19/1995,19,1995,51.881077,128,Released,Die Hard: With a Vengeance,6.9,2066
0,2054,Mr. Holland's Opus,106269971,12/29/1995,29,1995,6.775294,137,Released,Mr. Holland's Opus,6.9,113
0,31174,Richard III,0,12/29/1995,29,1995,5.107235,104,Released,Richard III,6.9,49
12000000,9603,Clueless,0,7/19/1995,19,1995,16.051328,97,Released,Clueless,6.9,803
0,11446,Welcome to the Dollhouse,0,5/24/1995,24,1995,5.870319,88,Released,Welcome to the Dollhouse,6.9,103
7000000,8068,Desperado,25405445,8/25/1995,25,1995,25.511217,104,Released,Desperado,6.8,881
1500000,9344,Kids,7412216,7/28/1995,28,1995,13.291991,91,Released,Kids,6.8,279
6000000,2293,Mallrats,2122561,10/20/1995,20,1995,16.139771,94,Released,Mallrats,6.8,392
55000000,10530,Pocahontas,346079773,6/14/1995,14,1995,47.845589,81,Released,Pocahontas,6.7,1457
20000000,577,To Die For,21284514,5/20/1995,20,1995,12.309715,106,Released,To Die For,6.7,175
35000000,11876,Le Hussard sur le toit,15000000,9/20/1995,20,1995,2.877488,135,Released,The Horseman on the Roof,6.7,25
8000000,400,Things to Do in Denver When You're Dead,529766,12/1/1995,1,1995,6.932221,116,Released,Things to Do in Denver When You're Dead,6.7,85
0,9059,Tales from the Crypt: Demon Knight,0,1/13/1995,13,1995,7.710797,92,Released,Tales from the Crypt: Demon Knight,6.7,94
58000000,710,GoldenEye,352194034,11/16/1995,16,1995,59.824565,130,Released,GoldenEye,6.6,1174
11000000,63020,The Perez Family,2832826,5/12/1995,12,1995,1.187671,113,Released,The Perez Family,6.6,9
19000000,9737,Bad Boys,141407024,4/7/1995,7,1995,33.872182,118,Released,Bad Boys,6.5,1699
62000000,9087,The American President,107879496,11/17/1995,17,1995,11.056763,106,Released,The American President,6.5,195
7500000,33542,紅番區,32392047,1/30/1995,30,1995,17.318839,91,Released,Rumble in the Bronx,6.5,240
28000000,11780,Rob Roy,31596911,4/13/1995,13,1995,10.703456,139,Released,Rob Roy,6.5,148
4000000,5,Four Rooms,4300000,12/9/1995,9,1995,22.87623,98,Released,Four Rooms,6.5,530
30250000,8012,Get Shorty,115101622,10/20/1995,20,1995,15.585138,105,Released,Get Shorty,6.4,302
8,11980,The Prophecy,16,9/1/1995,1,1995,11.818333,98,Released,The Prophecy,6.4,138
0,1710,Copycat,0,10/27/1995,27,1995,14.211699,124,Released,Copycat,6.4,194
50000000,6950,Outbreak,189859560,3/10/1995,10,1995,30.397496,127,Released,Outbreak,6.3,513
32000000,12106,The Quick and the Dead,18552460,2/9/1995,9,1995,16.473355,107,Released,The Quick and the Dead,6.3,427
0,9089,Home for the Holidays,17519169,11/2/1995,2,1995,4.031585,103,Released,Home for the Holidays,6.3,39
0,16388,The Brothers McMullen,0,8/9/1995,9,1995,1.578903,98,Released,The Brothers McMullen,6.3,23
20000000,10428,Hackers,7563728,9/14/1995,14,1995,17.842246,107,Released,Hackers,6.2,398
30000000,9273,Ace Ventura: When Nature Calls,212385533,11/10/1995,10,1995,34.391792,90,Released,Ace Ventura: When Nature Calls,6.1,1099
50000000,8839,Casper,287928194,5/26/1995,26,1995,19.830132,100,Released,Casper,6,1019
30000000,9598,Babe,254134910,7/18/1995,18,1995,34.36645,89,Released,Babe,6,733
50000000,9691,Assassins,30303072,10/6/1995,6,1995,23.073933,132,Released,Assassins,6,387
0,124606,Bang,0,9/9/1995,9,1995,0.918116,98,Released,Bang,6,1
175000000,9804,Waterworld,264218220,7/28/1995,28,1995,44.640292,135,Released,Waterworld,5.9,992
55000000,6520,First Knight,127600435,7/7/1995,7,1995,19.143321,134,Released,First Knight,5.9,311
45000000,11359,The Indian in the Cupboard,0,7/14/1995,14,1995,11.095914,96,Released,The Indian in the Cupboard,5.9,134
98000000,1408,Cutthroat Island,10017322,12/22/1995,22,1995,7.029308,119,Released,Cutthroat Island,5.7,136
40000000,6071,Kiss of Death,0,4/21/1995,21,1995,6.90894,101,Released,Kiss of Death,5.7,81
0,29371,The Incredibly True Adventure of Two Girls In Love,0,6/16/1995,16,1995,1.70819,94,Released,The Incredibly True Adventure of Two Girls In Love,5.7,13
22000000,1642,The Net,110627965,7/28/1995,28,1995,23.218144,114,Released,The Net,5.6,354
60000000,3512,Under Siege 2: Dark Territory,104324083,7/13/1995,13,1995,13.080725,100,Released,Under Siege 2: Dark Territory,5.6,210
35000000,9348,Species,113374103,7/7/1995,7,1995,23.607071,108,Released,Species,5.5,453
50000000,10533,The Scarlet Letter,10382407,10/13/1995,13,1995,7.44268,135,Released,The Scarlet Letter,5.5,108
25000000,9067,Tank Girl,4064495,3/31/1995,31,1995,8.186936,98,Released,Tank Girl,5.5,138
18000000,9312,Mortal Kombat,122195920,8/18/1995,18,1995,16.470895,101,Released,Mortal Kombat,5.4,442
60000000,11517,Money Train,35431113,11/21/1995,21,1995,10.004564,103,Released,Money Train,5.4,222
30000000,9271,Virtuosity,24048000,8/4/1995,4,1995,5.301589,106,Released,Virtuosity,5.4,163
6000000,25066,Tales from the Hood,12000000,5/24/1995,24,1995,3.89204,98,Released,Tales from the Hood,5.4,32
100000000,414,Batman Forever,336529144,5/31/1995,31,1995,48.205606,121,Released,Batman Forever,5.2,1498
50000000,11863,Jade,9851610,10/13/1995,13,1995,8.189406,95,Released,Jade,5.2,44
14000000,87729,Jefferson in Paris,2474000,3/31/1995,31,1995,0.900442,139,Released,Jefferson in Paris,5.2,10
50000000,10329,Congo,152022101,6/9/1995,9,1995,10.755847,109,Released,Congo,5,213
5000000,10987,Halloween: The Curse of Michael Myers,15116634,9/29/1995,29,1995,9.483717,88,Released,Halloween: The Curse of Michael Myers,5,170
45000000,10802,Showgirls,20350754,9/22/1995,22,1995,14.513305,128,Released,Showgirls,4.9,256
0,18713,The Jerky Boys,0,2/3/1995,3,1995,1.735462,82,Released,The Jerky Boys,4.8,10
14000000,12158,Vampire in Brooklyn,19800000,10/27/1995,27,1995,6.772615,100,Released,Vampire in Brooklyn,4.5,111
4000000,627,Trainspotting,16491080,2/23/1996,23,1996,63.513324,93,Released,Trainspotting,7.8,2655
1000000,12498,Sling Blade,24475416,8/30/1996,30,1996,14.805264,135,Released,Sling Blade,7.4,231
44000000,819,Sleepers,165615285,10/18/1996,18,1996,16.245068,147,Released,Sleepers,7.3,715
12500000,21612,The Funeral,1227324,1/26/1996,26,1996,2.950618,99,Released,The Funeral,7.3,31
0,10549,Hamlet,0,12/25/1996,25,1996,9.814785,242,Released,Hamlet,7.3,117
0,7863,Shine,0,1/21/1996,21,1996,10.396305,105,Released,Shine,7.3,131
0,16448,Waiting for Guffman,0,1/31/1996,31,1996,4.348416,84,Released,Waiting for Guffman,7.3,63
27000000,409,The English Patient,231976425,11/14/1996,14,1996,29.381878,162,Released,The English Patient,7,542
14000000,4232,Scream,173046663,12/20/1996,20,1996,45.99611,111,Released,Scream,7,1476
40000000,1645,A Time to Kill,152266007,7/24/1996,24,1996,25.219805,149,Released,A Time to Kill,7,509
46000000,199,Star Trek: First Contact,150000000,11/21/1996,21,1996,25.6713,111,Released,Star Trek: First Contact,7,661
2400000,49471,Get on the Bus,5731103,10/16/1996,16,1996,4.623059,120,Released,Get on the Bus,7,11
0,5900,De jurk,0,3/21/1996,21,1996,0.144031,103,Released,The Dress,7,3
75000000,9802,The Rock,335062621,6/6/1996,6,1996,51.469576,136,Released,The Rock,6.9,1456
9000000,9400,Set It Off,41590886,11/6/1996,6,1996,6.717994,118,Released,Set It Off,6.9,66
19000000,755,From Dusk Till Dawn,25836616,1/19/1996,19,1996,64.181668,108,Released,From Dusk Till Dawn,6.9,1603
5000000,26748,Lone Star,13269963,6/21/1996,21,1996,5.960149,135,Released,Lone Star,6.9,77
4500000,9303,Bound,7011317,9/13/1996,13,1996,15.359952,108,Released,Bound,6.9,198
100000000,10545,The Hunchback of Notre Dame,100138851,6/21/1996,21,1996,46.727941,91,Released,The Hunchback of Notre Dame,6.8,1129
0,9591,That Thing You Do!,34585416,10/4/1996,4,1996,14.885388,108,Released,That Thing You Do!,6.8,225
200000,10218,Swingers,4505922,10/18/1996,18,1996,13.971674,94,Released,Swingers,6.8,253
7000000,13685,Bottle Rocket,560069,2/21/1996,21,1996,11.700578,91,Released,Bottle Rocket,6.8,281
75000000,602,Independence Day,816969268,6/25/1996,25,1996,60.442593,145,Released,Independence Day,6.7,3260
80000000,954,Mission: Impossible,457696359,5/22/1996,22,1996,75.290998,110,Released,Mission: Impossible,6.7,2631
50000000,9390,Jerry Maguire,273552592,12/6/1996,6,1996,27.039636,139,Released,Jerry Maguire,6.7,913
14500000,454,Romeo + Juliet,147298761,10/31/1996,31,1996,41.493042,120,Released,Romeo + Juliet,6.7,1374
27000000,11543,Kingpin,25023434,7/4/1996,4,1996,17.329269,113,Released,Kingpin,6.7,244
28000000,1770,Michael Collins,16900000,10/25/1996,25,1996,8.314624,132,Released,Michael Collins,6.7,97
0,27845,Trees Lounge,0,10/11/1996,11,1996,3.443916,95,Released,Trees Lounge,6.7,51
2962051,549,Basquiat,3011195,8/9/1996,9,1996,3.636634,108,Released,Basquiat,6.6,94
0,9819,Marvin's Room,0,12/18/1996,18,1996,6.130231,98,Released,Marvin's Room,6.6,124
0,49963,Walking and Talking,0,7/17/1996,17,1996,0.367312,86,Released,Walking and Talking,6.6,7
80000000,2300,Space Jam,250200000,11/15/1996,15,1996,36.125715,88,Released,Space Jam,6.5,1288
26000000,2925,The First Wives Club,116400000,9/20/1996,20,1996,10.704596,102,Released,The First Wives Club,6.5,166
65000000,11412,The Long Kiss Goodnight,89456761,10/11/1996,11,1996,15.858629,120,Released,The Long Kiss Goodnight,6.5,314
12000000,9614,Happy Gilmore,41205099,2/16/1996,16,1996,26.598884,92,Released,Happy Gilmore,6.5,755
42000000,25189,The Mirror Has Two Faces,0,11/15/1996,15,1996,3.844926,126,Released,The Mirror Has Two Faces,6.5,47
3000000,11229,Freeway,0,8/23/1996,23,1996,4.682881,110,Released,Freeway,6.5,95
20000000,9716,Everyone Says I Love You,0,12/6/1996,6,1996,12.379781,101,Released,Everyone Says I Love You,6.5,147
12000000,3179,Beavis and Butt-Head Do America,0,12/15/1996,15,1996,12.60629,81,Released,Beavis and Butt-Head Do America,6.5,168
80000000,3595,Ransom,309492681,11/8/1996,8,1996,16.411345,117,Released,Ransom,6.4,470
57000000,8840,DragonHeart,115267375,5/31/1996,31,1996,31.791979,103,Released,DragonHeart,6.4,535
50000000,10586,The Ghost and the Darkness,75000000,10/11/1996,11,1996,12.46525,109,Released,The Ghost and the Darkness,6.4,236
15000000,9100,The Craft,24769466,5/3/1996,3,1996,19.517239,101,Released,The Craft,6.3,380
7000000,2074,Flirting with Disaster,14702438,3/22/1996,22,1996,5.500324,92,Released,Flirting with Disaster,6.3,66
38000000,10534,White Squall,10300000,2/2/1996,2,1996,10.047579,129,Released,White Squall,6.3,86
0,17795,My Fellow Americans,0,12/20/1996,20,1996,2.809378,101,Released,My Fellow Americans,6.3,46
32000000,9294,Phenomenon,152036382,7/5/1996,5,1996,15.039407,123,Released,Phenomenon,6.2,323
46000000,10684,Courage Under Fire,100860818,7/4/1996,4,1996,12.971122,117,Released,Courage Under Fire,6.2,232
0,31908,Ghosts of Mississippi,0,12/20/1996,20,1996,8.102925,130,Released,Ghosts of Mississippi,6.2,40
92000000,664,Twister,494471524,5/10/1996,10,1996,32.079995,113,Released,Twister,6.1,950
70000000,75,Mars Attacks!,101371017,12/12/1996,12,1996,44.090535,106,Released,Mars Attacks!,6.1,1509
18000000,22479,Kansas City,0,8/16/1996,16,1996,5.380733,116,Released,Kansas City,6.1,12
0,11956,Chacun Cherche Son Chat,0,4/3/1996,3,1996,1.410387,91,Released,When the Cat's Away,6.1,16
0,11062,City Hall,0,2/16/1996,16,1996,3.621837,111,Released,City Hall,6,67
55000000,8818,Evita,141047179,12/14/1996,14,1996,7.027139,134,Released,Evita,5.9,120
45000000,10478,Tin Cup,53854588,8/16/1996,16,1996,10.731574,135,Released,Tin Cup,5.9,150
60000000,9302,Up Close & Personal,0,3/1/1996,1,1996,4.801849,119,Released,Up Close & Personal,5.9,50
80000000,11228,Daylight,159212469,12/6/1996,6,1996,16.681269,115,Released,Daylight,5.8,378
55000000,2320,Executive Decision,121969216,3/15/1996,15,1996,17.231675,133,Released,Executive Decision,5.8,256
20000000,17182,Eye for an Eye,0,1/12/1996,12,1996,3.996392,101,Released,Eye for an Eye,5.8,63
0,76996,Love and Other Catastrophes,0,8/1/1996,1,1996,0.619348,78,Released,Love and Other Catastrophes,5.8,9
50000000,9208,Broken Arrow,150270147,2/9/1996,9,1996,22.769108,108,Released,Broken Arrow,5.7,453
47000000,9894,The Cable Guy,102825796,6/10/1996,10,1996,19.525659,96,Released,The Cable Guy,5.7,594
55000000,9566,The Fan,18626419,8/15/1996,15,1996,4.366488,116,Released,The Fan,5.7,194
38000000,11306,Extreme Measures,17380126,9/27/1996,27,1996,3.426555,118,Released,Extreme Measures,5.7,80
47000000,9095,Mary Reilly,12379402,2/23/1996,23,1996,6.067212,104,Released,Mary Reilly,5.7,74
3500000,11363,She's the One,9482579,8/26/1996,26,1996,8.406025,96,Released,She's the One,5.7,70
12000000,61752,Girl 6,4939939,3/22/1996,22,1996,2.993939,108,Released,Girl 6,5.7,16
3000000,28005,Kama Sutra - A Tale of Love,4109095,9/11/1996,11,1996,3.937939,117,Released,Kama Sutra - A Tale of Love,5.7,35
0,28121,A Thin Line Between Love and Hate,0,4/4/1996,4,1996,2.088251,108,Released,A Thin Line Between Love and Hate,5.7,15
12000000,38223,Harriet the Spy,0,7/10/1996,10,1996,4.63093,100,Released,Harriet the Spy,5.7,46
100000000,9268,Eraser,242295562,6/21/1996,21,1996,24.507987,115,Released,Eraser,5.6,543
50000000,10061,Escape from L.A.,42277365,8/9/1996,9,1996,21.637234,97,Released,Escape from L.A.,5.6,373
6000000,8744,Albino Alligator,0,9/9/1996,9,1996,2.388683,97,Released,Albino Alligator,5.6,45
60000000,9279,Jingle All the Way,129832389,11/15/1996,15,1996,22.501041,89,Released,Jingle All the Way,5.5,575
44000000,9623,The Juror,0,2/2/1996,2,1996,3.937352,118,Released,The Juror,5.5,89
45000000,9304,Multiplicity,0,7/19/1996,19,1996,11.120344,117,Released,Multiplicity,5.5,154
26000000,31640,Blood and Wine,0,10/3/1996,3,1996,1.492056,101,Released,Blood and Wine,5.5,34
0,10280,Thinner,0,10/25/1996,25,1996,7.866961,92,Released,Thinner,5.5,124
0,9099,Sgt. Bilko,0,3/29/1996,29,1996,5.417787,90,Released,Sgt. Bilko,5.5,94
54000000,9327,The Nutty Professor,128769345,6/26/1996,26,1996,20.28119,95,Released,The Nutty Professor,5.4,702
32000000,3587,Bogus,0,9/6/1996,6,1996,3.379454,110,Released,Bogus,5.4,44
50000000,12123,Chain Reaction,60209334,8/2/1996,2,1996,20.58862,107,Released,Chain Reaction,5.3,284
25530000,36355,Flipper,20080020,5/17/1996,17,1996,4.475007,95,Released,Flipper,5.3,84
